460.94878|ISTEP 15. 1 - host_build_stop_image
463.39007|FAPI|plat_wof_access.C: WOF table search: Cores 4 SocketPower 0x5A NestFreq 0x74A SortFreq 0xC80 Mode 0x2
463.39009|UTIL|UtilLidMgr::getLidPnorSectionInfo Lid 0x81E00440 in PNOR
463.39011|FAPI|plat_wof_access.C: WOFDATA lid is 2789376 bytes
464.85508|FAPI|plat_wof_access.C: WOF Image: Magic 0x57544948 Version 1 Entries 18 Offset 0x10
464.88486|FAPI|plat_wof_access.C: WOF table fields SectionTableEntry 0 SectionTableOffset 0xA0 SectionTableSize 129152 Version 1 Mode 0 Cores 16 SocketPower 0x82 NestFreq 0x74B NomFreq 0x898
464.88495|FAPI|plat_wof_access.C: WOF table fields SectionTableEntry 1 SectionTableOffset 0x1F920 SectionTableSize 129152 Version 1 Mode 0 Cores 16 SocketPower 0x82 NestFreq 0x74B NomFreq 0x8FC
464.88504|FAPI|plat_wof_access.C: WOF table fields SectionTableEntry 2 SectionTableOffset 0x3F1A0 SectionTableSize 129152 Version 1 Mode 0 Cores 18 SocketPower 0x82 NestFreq 0x74B NomFreq 0x898
464.88513|FAPI|plat_wof_access.C: WOF table fields SectionTableEntry 3 SectionTableOffset 0x5EA20 SectionTableSize 129152 Version 1 Mode 0 Cores 18 SocketPower 0x82 NestFreq 0x74B NomFreq 0x8CA
464.88521|FAPI|plat_wof_access.C: WOF table fields SectionTableEntry 4 SectionTableOffset 0x7E2A0 SectionTableSize 129152 Version 1 Mode 0 Cores 18 SocketPower 0xBE NestFreq 0x74B NomFreq 0x8BA
464.88531|FAPI|plat_wof_access.C: WOF table fields SectionTableEntry 5 SectionTableOffset 0x9DB20 SectionTableSize 129152 Version 1 Mode 0 Cores 18 SocketPower 0xBE NestFreq 0x74B NomFreq 0xAF0
464.88539|FAPI|plat_wof_access.C: WOF table fields SectionTableEntry 6 SectionTableOffset 0xBD3A0 SectionTableSize 129152 Version 1 Mode 0 Cores 20 SocketPower 0xA0 NestFreq 0x74B NomFreq 0x8CA
464.88547|FAPI|plat_wof_access.C: WOF table fields SectionTableEntry 7 SectionTableOffset 0xDCC20 SectionTableSize 129152 Version 1 Mode 0 Cores 20 SocketPower 0xA0 NestFreq 0x74B NomFreq 0x960
464.88555|FAPI|plat_wof_access.C: WOF table fields SectionTableEntry 8 SectionTableOffset 0xFC4A0 SectionTableSize 129152 Version 1 Mode 0 Cores 22 SocketPower 0xA0 NestFreq 0x74B NomFreq 0x898
464.88563|FAPI|plat_wof_access.C: WOF table fields SectionTableEntry 9 SectionTableOffset 0x11BD20 SectionTableSize 129152 Version 1 Mode 0 Cores 22 SocketPower 0xA0 NestFreq 0x74B NomFreq 0x8CA
464.88571|FAPI|plat_wof_access.C: WOF table fields SectionTableEntry 10 SectionTableOffset 0x13B5A0 SectionTableSize 129152 Version 1 Mode 0 Cores 22 SocketPower 0xBE NestFreq 0x74B NomFreq 0x856
464.88579|FAPI|plat_wof_access.C: WOF table fields SectionTableEntry 11 SectionTableOffset 0x15AE20 SectionTableSize 129152 Version 1 Mode 0 Cores 22 SocketPower 0xBE NestFreq 0x74B NomFreq 0xABE
464.88587|FAPI|plat_wof_access.C: WOF table fields SectionTableEntry 12 SectionTableOffset 0x17A6A0 SectionTableSize 129152 Version 1 Mode 0 Cores 4 SocketPower 0x5A NestFreq 0x74B NomFreq 0xA8C
464.88595|FAPI|plat_wof_access.C: WOF table fields SectionTableEntry 13 SectionTableOffset 0x199F20 SectionTableSize 129152 Version 1 Mode 0 Cores 4 SocketPower 0x5A NestFreq 0x74B NomFreq 0xC80
464.88597|FAPI|plat_wof_access.C: Found a WOF table match
464.88601|FAPI|plat_wof_access.C: core_count: 4, socket power w: 90, sort power freq MHz: 3200, ver: 1, mode: 2
464.89159|FAPI|p9_pstate_parameter_block.C: WFTH: 57465448
464.89161|FAPI|p9_pstate_parameter_block.C: WOF: l_vdn_size 0008, l_vdd_size 0015
464.89222|FAPI|p9_pstate_parameter_block.C: VFRT: 5654 Ver/Type 2 VDN%%3d VDD%%3d QID 25[ 0][20] 0x 0 3800; [ 0][21] 0x 0 3800; [ 0][22] 0x 0 3800; [ 0][23] 0x 0 3800;  
464.89230|FAPI|p9_pstate_parameter_block.C:     [ 1][20] 0x 0 3800; [ 1][21] 0x 0 3800; [ 1][22] 0x 0 3800; [ 1][23] 0x 0 3800;  
464.89237|FAPI|p9_pstate_parameter_block.C:     [ 2][20] 0x 0 3800; [ 2][21] 0x 0 3800; [ 2][22] 0x 0 3800; [ 2][23] 0x 0 3800;  
464.89245|FAPI|p9_pstate_parameter_block.C:     [ 3][20] 0x 0 3800; [ 3][21] 0x 0 3800; [ 3][22] 0x 0 3800; [ 3][23] 0x 0 3800;  
464.89253|FAPI|p9_pstate_parameter_block.C:     [ 4][20] 0x 0 3800; [ 4][21] 0x 0 3800; [ 4][22] 0x 0 3800; [ 4][23] 0x 0 3800;  
464.89313|FAPI|p9_pstate_parameter_block.C: VFRT: 5654 Ver/Type 2 VDN%%3d VDD%%3d QID 25[ 0][20] 0x 0 3800; [ 0][21] 0x 0 3800; [ 0][22] 0x 0 3800; [ 0][23] 0x 0 3800;  
464.89321|FAPI|p9_pstate_parameter_block.C:     [ 1][20] 0x 0 3800; [ 1][21] 0x 0 3800; [ 1][22] 0x 0 3800; [ 1][23] 0x 0 3800;  
464.89329|FAPI|p9_pstate_parameter_block.C:     [ 2][20] 0x 0 3800; [ 2][21] 0x 0 3800; [ 2][22] 0x 0 3800; [ 2][23] 0x 0 3800;  
464.89336|FAPI|p9_pstate_parameter_block.C:     [ 3][20] 0x 0 3800; [ 3][21] 0x 0 3800; [ 3][22] 0x 0 3800; [ 3][23] 0x 0 3800;  
464.89344|FAPI|p9_pstate_parameter_block.C:     [ 4][20] 0x 0 3800; [ 4][21] 0x 0 3800; [ 4][22] 0x 0 3800; [ 4][23] 0x 0 3800;  
464.89404|FAPI|p9_pstate_parameter_block.C: VFRT: 5654 Ver/Type 2 VDN%%3d VDD%%3d QID 25[ 0][20] 0x 0 3800; [ 0][21] 0x 0 3800; [ 0][22] 0x 0 3800; [ 0][23] 0x 0 3800;  
464.89411|FAPI|p9_pstate_parameter_block.C:     [ 1][20] 0x 0 3800; [ 1][21] 0x 0 3800; [ 1][22] 0x 0 3800; [ 1][23] 0x 0 3800;  
464.89419|FAPI|p9_pstate_parameter_block.C:     [ 2][20] 0x 0 3800; [ 2][21] 0x 0 3800; [ 2][22] 0x 0 3800; [ 2][23] 0x 0 3800;  
464.89426|FAPI|p9_pstate_parameter_block.C:     [ 3][20] 0x 0 3800; [ 3][21] 0x 0 3800; [ 3][22] 0x 0 3800; [ 3][23] 0x 0 3800;  
464.89434|FAPI|p9_pstate_parameter_block.C:     [ 4][20] 0x 0 3800; [ 4][21] 0x 0 3800; [ 4][22] 0x 0 3800; [ 4][23] 0x 0 3800;  
464.89494|FAPI|p9_pstate_parameter_block.C: VFRT: 5654 Ver/Type 2 VDN%%3d VDD%%3d QID 25[ 0][20] 0x 0 3800; [ 0][21] 0x 0 3800; [ 0][22] 0x 0 3800; [ 0][23] 0x 0 3800;  
464.89502|FAPI|p9_pstate_parameter_block.C:     [ 1][20] 0x 0 3800; [ 1][21] 0x 0 3800; [ 1][22] 0x 0 3800; [ 1][23] 0x 0 3800;  
464.89512|FAPI|p9_pstate_parameter_block.C:     [ 2][20] 0x 0 3800; [ 2][21] 0x 0 3800; [ 2][22] 0x 0 3800; [ 2][23] 0x 0 3800;  
464.89520|FAPI|p9_pstate_parameter_block.C:     [ 3][20] 0x 0 3800; [ 3][21] 0x 0 3800; [ 3][22] 0x 0 3800; [ 3][23] 0x 0 3800;  
464.89527|FAPI|p9_pstate_parameter_block.C:     [ 4][20] 0x 0 3800; [ 4][21] 0x 0 3800; [ 4][22] 0x 0 3800; [ 4][23] 0x 0 3800;  
464.89583|FAPI|p9_pstate_parameter_block.C: VFRT: 5654 Ver/Type 2 VDN%%3d VDD%%3d QID 25[ 0][20] 0x 0 3800; [ 0][21] 0x 0 3800; [ 0][22] 0x 0 3800; [ 0][23] 0x 0 3800;  
464.89591|FAPI|p9_pstate_parameter_block.C:     [ 1][20] 0x 0 3800; [ 1][21] 0x 0 3800; [ 1][22] 0x 0 3800; [ 1][23] 0x 0 3800;  
464.89598|FAPI|p9_pstate_parameter_block.C:     [ 2][20] 0x 0 3800; [ 2][21] 0x 0 3800; [ 2][22] 0x 0 3800; [ 2][23] 0x 0 3800;  
464.89606|FAPI|p9_pstate_parameter_block.C:     [ 3][20] 0x 0 3800; [ 3][21] 0x 0 3800; [ 3][22] 0x 0 3800; [ 3][23] 0x 0 3800;  
464.89613|FAPI|p9_pstate_parameter_block.C:     [ 4][20] 0x 0 3800; [ 4][21] 0x 0 3800; [ 4][22] 0x 0 3800; [ 4][23] 0x 0 3800;  
464.89673|FAPI|p9_pstate_parameter_block.C: VFRT: 5654 Ver/Type 2 VDN%%3d VDD%%3d QID 25[ 0][20] 0x 0 3800; [ 0][21] 0x 0 3800; [ 0][22] 0x 0 3800; [ 0][23] 0x 0 3800;  
464.89681|FAPI|p9_pstate_parameter_block.C:     [ 1][20] 0x 0 3800; [ 1][21] 0x 0 3800; [ 1][22] 0x 0 3800; [ 1][23] 0x 0 3800;  
464.89688|FAPI|p9_pstate_parameter_block.C:     [ 2][20] 0x 0 3800; [ 2][21] 0x 0 3800; [ 2][22] 0x 0 3800; [ 2][23] 0x 0 3800;  
464.89695|FAPI|p9_pstate_parameter_block.C:     [ 3][20] 0x 0 3800; [ 3][21] 0x 0 3800; [ 3][22] 0x 0 3800; [ 3][23] 0x 0 3800;  
464.89703|FAPI|p9_pstate_parameter_block.C:     [ 4][20] 0x 0 3800; [ 4][21] 0x 0 3800; [ 4][22] 0x 0 3800; [ 4][23] 0x 0 3800;  
464.89763|FAPI|p9_pstate_parameter_block.C: VFRT: 5654 Ver/Type 2 VDN%%3d VDD%%3d QID 25[ 0][20] 0x 0 3800; [ 0][21] 0x 0 3800; [ 0][22] 0x 0 3800; [ 0][23] 0x 0 3800;  
464.89771|FAPI|p9_pstate_parameter_block.C:     [ 1][20] 0x 0 3800; [ 1][21] 0x 0 3800; [ 1][22] 0x 0 3800; [ 1][23] 0x 0 3800;  
464.89778|FAPI|p9_pstate_parameter_block.C:     [ 2][20] 0x 0 3800; [ 2][21] 0x 0 3800; [ 2][22] 0x 0 3800; [ 2][23] 0x 0 3800;  
464.89786|FAPI|p9_pstate_parameter_block.C:     [ 3][20] 0x 0 3800; [ 3][21] 0x 0 3800; [ 3][22] 0x 0 3800; [ 3][23] 0x 0 3800;  
464.89793|FAPI|p9_pstate_parameter_block.C:     [ 4][20] 0x 0 3800; [ 4][21] 0x 0 3800; [ 4][22] 0x 0 3800; [ 4][23] 0x 0 3800;  
464.89854|FAPI|p9_pstate_parameter_block.C: VFRT: 5654 Ver/Type 2 VDN%%3d VDD%%3d QID 25[ 0][20] 0x 0 3800; [ 0][21] 0x 0 3800; [ 0][22] 0x 0 3800; [ 0][23] 0x 0 3800;  
464.89862|FAPI|p9_pstate_parameter_block.C:     [ 1][20] 0x 0 3800; [ 1][21] 0x 0 3800; [ 1][22] 0x 0 3800; [ 1][23] 0x 0 3800;  
464.89869|FAPI|p9_pstate_parameter_block.C:     [ 2][20] 0x 0 3800; [ 2][21] 0x 0 3800; [ 2][22] 0x 0 3800; [ 2][23] 0x 0 3800;  
464.89877|FAPI|p9_pstate_parameter_block.C:     [ 3][20] 0x 0 3800; [ 3][21] 0x 0 3800; [ 3][22] 0x 0 3800; [ 3][23] 0x 0 3800;  
464.89884|FAPI|p9_pstate_parameter_block.C:     [ 4][20] 0x 0 3800; [ 4][21] 0x 0 3800; [ 4][22] 0x 0 3800; [ 4][23] 0x 0 3800;  
464.89945|FAPI|p9_pstate_parameter_block.C: VFRT: 5654 Ver/Type 2 VDN%%3d VDD%%3d QID 25[ 0][20] 0x 0 3800; [ 0][21] 0x 0 3800; [ 0][22] 0x 0 3800; [ 0][23] 0x 0 3800;  
464.89952|FAPI|p9_pstate_parameter_block.C:     [ 1][20] 0x 0 3800; [ 1][21] 0x 0 3800; [ 1][22] 0x 0 3800; [ 1][23] 0x 0 3800;  
464.89960|FAPI|p9_pstate_parameter_block.C:     [ 2][20] 0x 0 3800; [ 2][21] 0x 0 3800; [ 2][22] 0x 0 3800; [ 2][23] 0x 0 3800;  
464.89968|FAPI|p9_pstate_parameter_block.C:     [ 3][20] 0x 0 3800; [ 3][21] 0x 0 3800; [ 3][22] 0x 0 3800; [ 3][23] 0x 0 3800;  
464.89976|FAPI|p9_pstate_parameter_block.C:     [ 4][20] 0x 0 3800; [ 4][21] 0x 0 3800; [ 4][22] 0x 0 3800; [ 4][23] 0x 0 3800;  
464.90036|FAPI|p9_pstate_parameter_block.C: VFRT: 5654 Ver/Type 2 VDN%%3d VDD%%3d QID 25[ 0][20] 0x 0 3800; [ 0][21] 0x 0 3800; [ 0][22] 0x 0 3800; [ 0][23] 0x 0 3800;  
464.90044|FAPI|p9_pstate_parameter_block.C:     [ 1][20] 0x 0 3800; [ 1][21] 0x 0 3800; [ 1][22] 0x 0 3800; [ 1][23] 0x 0 3800;  
464.90051|FAPI|p9_pstate_parameter_block.C:     [ 2][20] 0x 0 3800; [ 2][21] 0x 0 3800; [ 2][22] 0x 0 3800; [ 2][23] 0x 0 3800;  
464.90059|FAPI|p9_pstate_parameter_block.C:     [ 3][20] 0x 0 3800; [ 3][21] 0x 0 3800; [ 3][22] 0x 0 3800; [ 3][23] 0x 0 3800;  
464.90066|FAPI|p9_pstate_parameter_block.C:     [ 4][20] 0x 0 3800; [ 4][21] 0x 0 3800; [ 4][22] 0x 0 3800; [ 4][23] 0x 0 3800;  
464.90126|FAPI|p9_pstate_parameter_block.C: VFRT: 5654 Ver/Type 2 VDN%%3d VDD%%3d QID 25[ 0][20] 0x 0 3800; [ 0][21] 0x 0 3800; [ 0][22] 0x 0 3800; [ 0][23] 0x 0 3800;  
464.90134|FAPI|p9_pstate_parameter_block.C:     [ 1][20] 0x 0 3800; [ 1][21] 0x 0 3800; [ 1][22] 0x 0 3800; [ 1][23] 0x 0 3800;  
464.90141|FAPI|p9_pstate_parameter_block.C:     [ 2][20] 0x 0 3800; [ 2][21] 0x 0 3800; [ 2][22] 0x 0 3800; [ 2][23] 0x 0 3800;  
464.90149|FAPI|p9_pstate_parameter_block.C:     [ 3][20] 0x 0 3800; [ 3][21] 0x 0 3800; [ 3][22] 0x 0 3800; [ 3][23] 0x 0 3800;  
464.90156|FAPI|p9_pstate_parameter_block.C:     [ 4][20] 0x 0 3800; [ 4][21] 0x 0 3800; [ 4][22] 0x 0 3800; [ 4][23] 0x 0 3800;  
464.90217|FAPI|p9_pstate_parameter_block.C: VFRT: 5654 Ver/Type 2 VDN%%3d VDD%%3d QID 25[ 0][20] 0x 2 3767; [ 0][21] 0x 2 3767; [ 0][22] 0x 2 3767; [ 0][23] 0x 2 3767;  
464.90225|FAPI|p9_pstate_parameter_block.C:     [ 1][20] 0x 2 3767; [ 1][21] 0x 2 3767; [ 1][22] 0x 2 3767; [ 1][23] 0x 2 3767;  
464.90232|FAPI|p9_pstate_parameter_block.C:     [ 2][20] 0x 2 3767; [ 2][21] 0x 2 3767; [ 2][22] 0x 2 3767; [ 2][23] 0x 2 3767;  
464.90240|FAPI|p9_pstate_parameter_block.C:     [ 3][20] 0x 2 3767; [ 3][21] 0x 2 3767; [ 3][22] 0x 2 3767; [ 3][23] 0x 2 3767;  
464.90247|FAPI|p9_pstate_parameter_block.C:     [ 4][20] 0x 2 3767; [ 4][21] 0x 2 3767; [ 4][22] 0x 2 3767; [ 4][23] 0x 2 3767;  
464.90306|FAPI|p9_pstate_parameter_block.C: VFRT: 5654 Ver/Type 2 VDN%%3d VDD%%3d QID 25[ 0][20] 0x 7 3683; [ 0][21] 0x 7 3683; [ 0][22] 0x 7 3683; [ 0][23] 0x 7 3683;  
464.90314|FAPI|p9_pstate_parameter_block.C:     [ 1][20] 0x 7 3683; [ 1][21] 0x 7 3683; [ 1][22] 0x 7 3683; [ 1][23] 0x 7 3683;  
464.90322|FAPI|p9_pstate_parameter_block.C:     [ 2][20] 0x 7 3683; [ 2][21] 0x 7 3683; [ 2][22] 0x 7 3683; [ 2][23] 0x 7 3683;  
464.90329|FAPI|p9_pstate_parameter_block.C:     [ 3][20] 0x 7 3683; [ 3][21] 0x 7 3683; [ 3][22] 0x 7 3683; [ 3][23] 0x 7 3683;  
464.90337|FAPI|p9_pstate_parameter_block.C:     [ 4][20] 0x 7 3683; [ 4][21] 0x 7 3683; [ 4][22] 0x 7 3683; [ 4][23] 0x 7 3683;  
464.90396|FAPI|p9_pstate_parameter_block.C: VFRT: 5654 Ver/Type 2 VDN%%3d VDD%%3d QID 25[ 0][20] 0x B 3617; [ 0][21] 0x B 3617; [ 0][22] 0x B 3617; [ 0][23] 0x B 3617;  
464.90404|FAPI|p9_pstate_parameter_block.C:     [ 1][20] 0x B 3617; [ 1][21] 0x B 3617; [ 1][22] 0x B 3617; [ 1][23] 0x B 3617;  
464.90412|FAPI|p9_pstate_parameter_block.C:     [ 2][20] 0x B 3617; [ 2][21] 0x B 3617; [ 2][22] 0x B 3617; [ 2][23] 0x B 3617;  
464.90419|FAPI|p9_pstate_parameter_block.C:     [ 3][20] 0x B 3617; [ 3][21] 0x B 3617; [ 3][22] 0x B 3617; [ 3][23] 0x B 3617;  
464.90427|FAPI|p9_pstate_parameter_block.C:     [ 4][20] 0x B 3617; [ 4][21] 0x B 3617; [ 4][22] 0x B 3617; [ 4][23] 0x B 3617;  
464.90487|FAPI|p9_pstate_parameter_block.C: VFRT: 5654 Ver/Type 2 VDN%%3d VDD%%3d QID 25[ 0][20] 0x10 3533; [ 0][21] 0x10 3533; [ 0][22] 0x10 3533; [ 0][23] 0x10 3533;  
464.90494|FAPI|p9_pstate_parameter_block.C:     [ 1][20] 0x10 3533; [ 1][21] 0x10 3533; [ 1][22] 0x10 3533; [ 1][23] 0x10 3533;  
464.90502|FAPI|p9_pstate_parameter_block.C:     [ 2][20] 0x10 3533; [ 2][21] 0x10 3533; [ 2][22] 0x10 3533; [ 2][23] 0x10 3533;  
464.90510|FAPI|p9_pstate_parameter_block.C:     [ 3][20] 0x10 3533; [ 3][21] 0x10 3533; [ 3][22] 0x10 3533; [ 3][23] 0x10 3533;  
464.90517|FAPI|p9_pstate_parameter_block.C:     [ 4][20] 0x10 3533; [ 4][21] 0x10 3533; [ 4][22] 0x10 3533; [ 4][23] 0x10 3533;  
464.90578|FAPI|p9_pstate_parameter_block.C: VFRT: 5654 Ver/Type 2 VDN%%3d VDD%%3d QID 25[ 0][20] 0x12 3500; [ 0][21] 0x12 3500; [ 0][22] 0x12 3500; [ 0][23] 0x12 3500;  
464.90585|FAPI|p9_pstate_parameter_block.C:     [ 1][20] 0x12 3500; [ 1][21] 0x12 3500; [ 1][22] 0x12 3500; [ 1][23] 0x12 3500;  
464.90593|FAPI|p9_pstate_parameter_block.C:     [ 2][20] 0x12 3500; [ 2][21] 0x12 3500; [ 2][22] 0x12 3500; [ 2][23] 0x12 3500;  
464.90600|FAPI|p9_pstate_parameter_block.C:     [ 3][20] 0x12 3500; [ 3][21] 0x12 3500; [ 3][22] 0x12 3500; [ 3][23] 0x12 3500;  
464.90608|FAPI|p9_pstate_parameter_block.C:     [ 4][20] 0x12 3500; [ 4][21] 0x12 3500; [ 4][22] 0x12 3500; [ 4][23] 0x12 3500;  
464.90668|FAPI|p9_pstate_parameter_block.C: VFRT: 5654 Ver/Type 2 VDN%%3d VDD%%3d QID 25[ 0][20] 0x17 3417; [ 0][21] 0x17 3417; [ 0][22] 0x17 3417; [ 0][23] 0x17 3417;  
464.90675|FAPI|p9_pstate_parameter_block.C:     [ 1][20] 0x17 3417; [ 1][21] 0x17 3417; [ 1][22] 0x17 3417; [ 1][23] 0x17 3417;  
464.90683|FAPI|p9_pstate_parameter_block.C:     [ 2][20] 0x17 3417; [ 2][21] 0x17 3417; [ 2][22] 0x17 3417; [ 2][23] 0x17 3417;  
464.90690|FAPI|p9_pstate_parameter_block.C:     [ 3][20] 0x17 3417; [ 3][21] 0x17 3417; [ 3][22] 0x17 3417; [ 3][23] 0x17 3417;  
464.90698|FAPI|p9_pstate_parameter_block.C:     [ 4][20] 0x17 3417; [ 4][21] 0x17 3417; [ 4][22] 0x17 3417; [ 4][23] 0x17 3417;  
464.90757|FAPI|p9_pstate_parameter_block.C: VFRT: 5654 Ver/Type 2 VDN%%3d VDD%%3d QID 25[ 0][20] 0x1A 3367; [ 0][21] 0x1A 3367; [ 0][22] 0x1A 3367; [ 0][23] 0x1A 3367;  
464.90765|FAPI|p9_pstate_parameter_block.C:     [ 1][20] 0x1A 3367; [ 1][21] 0x1A 3367; [ 1][22] 0x1A 3367; [ 1][23] 0x1A 3367;  
464.90772|FAPI|p9_pstate_parameter_block.C:     [ 2][20] 0x1A 3367; [ 2][21] 0x1A 3367; [ 2][22] 0x1A 3367; [ 2][23] 0x1A 3367;  
464.90780|FAPI|p9_pstate_parameter_block.C:     [ 3][20] 0x1A 3367; [ 3][21] 0x1A 3367; [ 3][22] 0x1A 3367; [ 3][23] 0x1A 3367;  
464.90787|FAPI|p9_pstate_parameter_block.C:     [ 4][20] 0x1A 3367; [ 4][21] 0x1A 3367; [ 4][22] 0x1A 3367; [ 4][23] 0x1A 3367;  
464.90847|FAPI|p9_pstate_parameter_block.C: VFRT: 5654 Ver/Type 2 VDN%%3d VDD%%3d QID 25[ 0][20] 0x1C 3333; [ 0][21] 0x1C 3333; [ 0][22] 0x1C 3333; [ 0][23] 0x1C 3333;  
464.90855|FAPI|p9_pstate_parameter_block.C:     [ 1][20] 0x1C 3333; [ 1][21] 0x1C 3333; [ 1][22] 0x1C 3333; [ 1][23] 0x1C 3333;  
464.90862|FAPI|p9_pstate_parameter_block.C:     [ 2][20] 0x1C 3333; [ 2][21] 0x1C 3333; [ 2][22] 0x1C 3333; [ 2][23] 0x1C 3333;  
464.90869|FAPI|p9_pstate_parameter_block.C:     [ 3][20] 0x1C 3333; [ 3][21] 0x1C 3333; [ 3][22] 0x1C 3333; [ 3][23] 0x1C 3333;  
464.90877|FAPI|p9_pstate_parameter_block.C:     [ 4][20] 0x1C 3333; [ 4][21] 0x1C 3333; [ 4][22] 0x1C 3333; [ 4][23] 0x1C 3333;  
464.90937|FAPI|p9_pstate_parameter_block.C: VFRT: 5654 Ver/Type 2 VDN%%3d VDD%%3d QID 25[ 0][20] 0x20 3267; [ 0][21] 0x20 3267; [ 0][22] 0x20 3267; [ 0][23] 0x20 3267;  
464.90944|FAPI|p9_pstate_parameter_block.C:     [ 1][20] 0x20 3267; [ 1][21] 0x20 3267; [ 1][22] 0x20 3267; [ 1][23] 0x20 3267;  
464.90952|FAPI|p9_pstate_parameter_block.C:     [ 2][20] 0x20 3267; [ 2][21] 0x20 3267; [ 2][22] 0x20 3267; [ 2][23] 0x20 3267;  
464.90959|FAPI|p9_pstate_parameter_block.C:     [ 3][20] 0x20 3267; [ 3][21] 0x20 3267; [ 3][22] 0x20 3267; [ 3][23] 0x20 3267;  
464.90966|FAPI|p9_pstate_parameter_block.C:     [ 4][20] 0x20 3267; [ 4][21] 0x20 3267; [ 4][22] 0x20 3267; [ 4][23] 0x20 3267;  
464.91026|FAPI|p9_pstate_parameter_block.C: VFRT: 5654 Ver/Type 2 VDN%%3d VDD%%3d QID 25[ 0][20] 0x24 3200; [ 0][21] 0x24 3200; [ 0][22] 0x24 3200; [ 0][23] 0x24 3200;  
464.91034|FAPI|p9_pstate_parameter_block.C:     [ 1][20] 0x24 3200; [ 1][21] 0x24 3200; [ 1][22] 0x24 3200; [ 1][23] 0x24 3200;  
464.91042|FAPI|p9_pstate_parameter_block.C:     [ 2][20] 0x24 3200; [ 2][21] 0x24 3200; [ 2][22] 0x24 3200; [ 2][23] 0x24 3200;  
464.91049|FAPI|p9_pstate_parameter_block.C:     [ 3][20] 0x24 3200; [ 3][21] 0x24 3200; [ 3][22] 0x24 3200; [ 3][23] 0x24 3200;  
464.91057|FAPI|p9_pstate_parameter_block.C:     [ 4][20] 0x24 3200; [ 4][21] 0x24 3200; [ 4][22] 0x24 3200; [ 4][23] 0x24 3200;  
464.91117|FAPI|p9_pstate_parameter_block.C: VFRT: 5654 Ver/Type 2 VDN%%3d VDD%%3d QID 35[ 0][20] 0x 0 3800; [ 0][21] 0x 0 3800; [ 0][22] 0x 0 3800; [ 0][23] 0x 0 3800;  
464.91124|FAPI|p9_pstate_parameter_block.C:     [ 1][20] 0x 0 3800; [ 1][21] 0x 0 3800; [ 1][22] 0x 0 3800; [ 1][23] 0x 0 3800;  
464.91132|FAPI|p9_pstate_parameter_block.C:     [ 2][20] 0x 0 3800; [ 2][21] 0x 0 3800; [ 2][22] 0x 0 3800; [ 2][23] 0x 0 3800;  
464.91139|FAPI|p9_pstate_parameter_block.C:     [ 3][20] 0x 0 3800; [ 3][21] 0x 0 3800; [ 3][22] 0x 0 3800; [ 3][23] 0x 0 3800;  
464.91147|FAPI|p9_pstate_parameter_block.C:     [ 4][20] 0x 0 3800; [ 4][21] 0x 0 3800; [ 4][22] 0x 0 3800; [ 4][23] 0x 0 3800;  
464.91204|FAPI|p9_pstate_parameter_block.C: VFRT: 5654 Ver/Type 2 VDN%%3d VDD%%3d QID 35[ 0][20] 0x 0 3800; [ 0][21] 0x 0 3800; [ 0][22] 0x 0 3800; [ 0][23] 0x 0 3800;  
464.91212|FAPI|p9_pstate_parameter_block.C:     [ 1][20] 0x 0 3800; [ 1][21] 0x 0 3800; [ 1][22] 0x 0 3800; [ 1][23] 0x 0 3800;  
464.91220|FAPI|p9_pstate_parameter_block.C:     [ 2][20] 0x 0 3800; [ 2][21] 0x 0 3800; [ 2][22] 0x 0 3800; [ 2][23] 0x 0 3800;  
464.91228|FAPI|p9_pstate_parameter_block.C:     [ 3][20] 0x 0 3800; [ 3][21] 0x 0 3800; [ 3][22] 0x 0 3800; [ 3][23] 0x 0 3800;  
464.91235|FAPI|p9_pstate_parameter_block.C:     [ 4][20] 0x 0 3800; [ 4][21] 0x 0 3800; [ 4][22] 0x 0 3800; [ 4][23] 0x 0 3800;  
464.91294|FAPI|p9_pstate_parameter_block.C: VFRT: 5654 Ver/Type 2 VDN%%3d VDD%%3d QID 35[ 0][20] 0x 0 3800; [ 0][21] 0x 0 3800; [ 0][22] 0x 0 3800; [ 0][23] 0x 0 3800;  
464.91301|FAPI|p9_pstate_parameter_block.C:     [ 1][20] 0x 0 3800; [ 1][21] 0x 0 3800; [ 1][22] 0x 0 3800; [ 1][23] 0x 0 3800;  
464.91308|FAPI|p9_pstate_parameter_block.C:     [ 2][20] 0x 0 3800; [ 2][21] 0x 0 3800; [ 2][22] 0x 0 3800; [ 2][23] 0x 0 3800;  
464.91316|FAPI|p9_pstate_parameter_block.C:     [ 3][20] 0x 0 3800; [ 3][21] 0x 0 3800; [ 3][22] 0x 0 3800; [ 3][23] 0x 0 3800;  
464.91323|FAPI|p9_pstate_parameter_block.C:     [ 4][20] 0x 0 3800; [ 4][21] 0x 0 3800; [ 4][22] 0x 0 3800; [ 4][23] 0x 0 3800;  
464.91382|FAPI|p9_pstate_parameter_block.C: VFRT: 5654 Ver/Type 2 VDN%%3d VDD%%3d QID 35[ 0][20] 0x 0 3800; [ 0][21] 0x 0 3800; [ 0][22] 0x 0 3800; [ 0][23] 0x 0 3800;  
464.91390|FAPI|p9_pstate_parameter_block.C:     [ 1][20] 0x 0 3800; [ 1][21] 0x 0 3800; [ 1][22] 0x 0 3800; [ 1][23] 0x 0 3800;  
